,E2_UL,E3_UL,sindec
85,2.263901084630265e-12,1.3594251645581655e-12,-0.4299596585438972
86,1.1178129833998737e-12,5.472932301217025e-13,-0.7341672905090715
87,2.0096552635499113e-12,1.4099149797992143e-12,0.03569138244777902
88,9.678542144366638e-13,5.493204856066161e-13,-0.9685935773765257
89,2.2108189174788674e-12,1.4158967805247252e-12,0.08243250529328079
90,5.2898991723960954e-12,1.5061882719196017e-12,0.604265412158919
91,2.7927424350289383e-12,1.6730996681404148e-12,-0.48476382460101414
92,1.121121013709336e-12,8.162478725944807e-13,-0.22237386714329088
93,2.1668702297146162e-12,5.857776214932485e-13,0.6627782015321348
94,1.748379017282849e-12,9.975008356596813e-13,-0.5943821570522009
95,1.296457947406528e-12,6.556343062998573e-13,-0.6883545756937539
96,1.3821277862633761e-12,7.105790500842755e-13,-0.9320078692827984
97,1.7698125593592834e-12,9.417261643422062e-13,-0.9550199444571866
98,1.2762460762951622e-12,6.327395550856454e-13,-0.7601032383659968
99,1.426042590699002e-12,8.837808292652832e-13,-0.42720006470694694
100,1.876591268176397e-12,1.356183001690477e-12,-0.00012042771809651818
101,3.986084188822247e-12,5.946886209351918e-13,0.9376895649283669
102,5.184272109951614e-12,2.0305779621725294e-12,0.3992291857757447
103,2.2060059904398927e-12,6.228949441253257e-13,0.6592342701640874
104,2.2315716337480013e-12,5.933015003857137e-13,0.5429590163486764
105,4.55050749251032e-12,2.8483637918612605e-12,0.11551967491141867
106,3.295207006329443e-12,9.304835045380781e-13,0.6088237369567223
107,2.895991957942442e-12,5.397394648511531e-13,0.852808827330416
108,4.711259688257625e-12,7.265226816519779e-13,0.979334856742298
